124,Sex,Cheat Codes,526724,2017-01-03,['pop dance'; 'tropical house'; 'pop'; 'edm'; 'dance pop'; 'electropop'; 'post-teen pop'; 'electro house'; 'pop edm']
125,Hello,Adele,523850,2017-01-03,['pop soul'; 'british soul'; 'uk pop'; 'pop']
126,PILLOWTALK,ZAYN,510737,2017-01-03,['pop'; 'post-teen pop'; 'uk pop'; 'dance pop']
127,Neighbors,J. Cole,510694,2017-01-03,['north carolina hip hop'; 'conscious hip hop'; 'rap'; 'hip hop']
128,Light,San Holo,502052,2017-01-03,['electronic trap'; 'edm'; 'future bass'; 'vapor twitch'; 'pop dance'; 'pop edm'; 'electropop'; 'electro house']
129,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,500010,2017-01-03,['rap'; 'conscious hip hop'; 'chicago rap'; 'pop rap'; 'hip hop']
130,You Was Right,Lil Uzi Vert,499866,2017-01-03,['melodic rap'; 'philly rap'; 'rap'; 'trap']
131,Miss You,James Hersey,499101,2017-01-03,['tropical house']
132,Love On The Brain,Rihanna,496617,2017-01-03,['barbadian pop'; 'pop'; 'dance pop'; 'post-teen pop'; 'urban contemporary']
133,pick up the phone,Young Thug,493412,2017-01-03,['rap'; 'melodic rap'; 'trap'; 'atl hip hop'; 'atl trap'; 'pop rap'; 'hip hop'; 'gangster rap']
134,Never Be Like You,Flume,491743,2017-01-03,['australian electropop'; 'downtempo'; 'australian dance'; 'australian indie'; 'edm']
135,Wake Up Where You Are,State of Sound,491734,2017-01-03,['swedish tropical house'; 'deep tropical house'; 'tropical house']
136,Ain't My Fault,Zara Larsson,488910,2017-01-03,['pop'; 'scandipop'; 'dance pop'; 'swedish electropop'; 'post-teen pop'; 'tropical house'; 'swedish pop'; 'pop dance'; 'electropop'; 'edm']
137,Stitches,Shawn Mendes,488217,2017-01-03,['pop'; 'canadian pop'; 'viral pop'; 'post-teen pop'; 'dance pop']
138,Roses (feat. ROZES),The Chainsmokers,486499,2017-01-03,['pop'; 'pop dance'; 'tropical house'; 'edm'; 'electropop'; 'dance pop']
139,Me llamas (feat. Maluma) - Remix,Piso 21,485275,2017-01-03,['reggaeton colombiano'; 'colombian pop'; 'reggaeton'; 'trap latino'; 'latin'; 'latin pop']
140,Lush Life,Zara Larsson,483079,2017-01-03,['pop'; 'scandipop'; 'dance pop'; 'swedish electropop'; 'post-teen pop'; 'tropical house'; 'swedish pop'; 'pop dance'; 'electropop'; 'edm']
141,Reminder,The Weeknd,474968,2017-01-03,['canadian pop'; 'canadian contemporary r&b'; 'pop']
142,No Lie,Sean Paul,472008,2017-01-03,['dance pop'; 'dancehall'; 'pop rap'; 'pop']
143,Taped up Heart (feat. Clara Mae),KREAM,464883,2017-01-03,['pop dance'; 'tropical house'; 'edm'; 'pop edm'; 'house'; 'electro house'; 'deep groove house'; 'dance pop'; 'progressive house']
144,What Do You Mean?,Justin Bieber,464299,2017-01-03,['canadian pop'; 'post-teen pop'; 'pop']
145,Vacaciones,Wisin,463393,2017-01-03,['latin'; 'reggaeton'; 'latin hip hop'; 'trap latino']
146,Borro Cassette,Maluma,463381,2017-01-03,['reggaeton colombiano'; 'reggaeton'; 'latin']
147,Andas En Mi Cabeza,Chino & Nacho,460148,2017-01-03,['tamaulipas rap']
148,Immortal,J. Cole,459333,2017-01-03,['north carolina hip hop'; 'conscious hip hop'; 'rap'; 'hip hop']
149,Let It Go,James Bay,454522,2017-01-03,['pop'; 'neo mellow'; 'pop rock'; 'modern rock']
150,Oh Lord,MiC LOWRY,452426,2017-01-03,['pop r&b'; 'trap soul'; 'post-teen pop'; 'r&b'; 'chill r&b'; 'alternative r&b'; 'urban contemporary'; 'afroswing'; 'dance pop'; 'hip pop']
151,Rockin’,The Weeknd,451640,2017-01-03,['canadian pop'; 'canadian contemporary r&b'; 'pop']
152,That's What I Like,Bruno Mars,450733,2017-01-03,['pop'; 'post-teen pop'; 'dance pop']
153,Touch,Little Mix,449934,2017-01-03,['talent show'; 'pop'; 'girl group'; 'post-teen pop'; 'uk pop'; 'dance pop']
154,Swang,Rae Sremmurd,448153,2017-01-03,['rap'; 'mississippi hip hop'; 'melodic rap'; 'trap'; 'pop rap'; 'southern hip hop'; 'hip hop']
155,Jumpman,Drake,442575,2017-01-03,['toronto rap'; 'canadian pop'; 'canadian hip hop'; 'rap'; 'pop rap'; 'hip hop']
156,Not Going Home (feat. Gia Koka),DVBBS,442559,2017-01-03,['pop dance'; 'edm'; 'canadian electronic'; 'slap house'; 'electro house'; 'tropical house'; 'pop edm'; 'dance pop']
157,September Song,JP Cooper,437858,2017-01-03,['uk pop'; 'pop'; 'neo mellow'; 'indie cafe pop'; 'tropical house'; 'pop rock']
158,Let Me Hold You (Turn Me On),Dante Klein,435023,2017-01-03,['pop edm']
159,Gold,Kiiara,432569,2017-01-03,['electropop'; 'indie poptimism'; 'alt z'; 'pop'; 'dance pop']
160,Cool Girl,Tove Lo,431785,2017-01-03,['pop'; 'swedish electropop'; 'electropop'; 'dance pop'; 'metropopolis'; 'swedish synthpop'; 'post-teen pop'; 'swedish pop'; 'pop rap']
161,Hotline Bling,Drake,431304,2017-01-03,['toronto rap'; 'canadian pop'; 'canadian hip hop'; 'rap'; 'pop rap'; 'hip hop']
162,Please Don't Go,Joel Adams,429644,2017-01-03,['pop soul'; 'australian pop']
163,You & Me,Marc E. Bassy,429533,2017-01-03,['pop rap'; 'pop'; 'r&b'; 'electropop'; 'rap']
164,No Money,Galantis,428990,2017-01-03,['pop dance'; 'tropical house'; 'edm'; 'dance pop'; 'pop'; 'electro house']
165,The Hills,The Weeknd,428389,2017-01-03,['canadian pop'; 'canadian contemporary r&b'; 'pop']
166,Die For You,The Weeknd,428283,2017-01-03,['canadian pop'; 'canadian contemporary r&b'; 'pop']
167,Alarm,Anne-Marie,426692,2017-01-03,['pop'; 'uk pop'; 'dance pop'; 'post-teen pop'; 'tropical house'; 'pop dance']
168,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,422011,2017-01-03,['detroit hip hop'; 'rap'; 'hip hop']
169,Cuatro Babys (feat. Trap Capos; Noriel; Bryant Myers & Juhn),Maluma,420769,2017-01-03,['reggaeton colombiano'; 'reggaeton'; 'latin']
170,Low Life (feat. The Weeknd),Future,420156,2017-01-03,['rap'; 'atl hip hop'; 'trap'; 'pop rap'; 'southern hip hop']
171,Million Reasons,Lady Gaga,413126,2017-01-03,['pop'; 'post-teen pop'; 'dance pop']
172,No Role Modelz,J. Cole,407313,2017-01-03,['north carolina hip hop'; 'conscious hip hop'; 'rap'; 'hip hop']
173,Cocoon,Milky Chance,400194,2017-01-03,['german pop']
174,Secrets,The Weeknd,398915,2017-01-03,['canadian pop'; 'canadian contemporary r&b'; 'pop']
175,Hymn for the Weekend,Coldplay,398774,2017-01-03,['permanent wave'; 'pop']
176,Gyal You A Party Animal - Remix,Charly Black,393450,2017-01-03,['dancehall']
177,Say It (feat. Tove Lo),Flume,388593,2017-01-03,['australian electropop'; 'downtempo'; 'australian dance'; 'australian indie'; 'edm']
178,Can't Feel My Face,The Weeknd,385670,2017-01-03,['canadian pop'; 'canadian contemporary r&b'; 'pop']
179,True Colors,The Weeknd,385618,2017-01-03,['canadian pop'; 'canadian contemporary r&b'; 'pop']
180,Would I Lie to You - Radio Edit,David Guetta,385203,2017-01-03,['big room'; 'dance pop'; 'edm'; 'pop dance'; 'pop']
181,It's Gotta Be You,Isaiah Firebrace,383927,2017-01-03,['australian pop']
182,Used to This (feat. Drake),Future,381934,2017-01-03,['rap'; 'atl hip hop'; 'trap'; 'pop rap'; 'southern hip hop']
183,Love$ick (feat. A$AP Rocky),Mura Masa,377856,2017-01-03,['channel islands indie'; 'vapor soul']
184,All of Me,John Legend,376898,2017-01-03,['pop soul'; 'neo soul'; 'pop'; 'r&b'; 'urban contemporary']
185,Let Her Go,Passenger,375288,2017-01-03,['folk-pop'; 'neo mellow'; 'pop rock'; 'pop']
186,Somebody Else,VÉRITÉ,374156,2017-01-03,['indie electropop'; 'nyc pop'; 'vapor pop'; 'indie poptimism'; 'electropop'; 'vapor soul'; 'metropopolis'; 'alt z'; 'brooklyn indie'; 'indie pop']
187,Change,J. Cole,374137,2017-01-03,['north carolina hip hop'; 'conscious hip hop'; 'rap'; 'hip hop']
188,Chillax (feat. Ky-Mani Marley),Farruko,372552,2017-01-03,['reggaeton'; 'latin'; 'latin hip hop'; 'trap latino']
189,When We Were Young,Adele,370986,2017-01-03,['pop soul'; 'british soul'; 'uk pop'; 'pop']
190,Cake - Challenge Version,Flo Rida,369937,2017-01-03,['miami hip hop'; 'dance pop'; 'pop rap'; 'pop']
191,'Till I Collapse,Eminem,369925,2017-01-03,['detroit hip hop'; 'rap'; 'hip hop']
192,Adventure of a Lifetime,Coldplay,369769,2017-01-03,['permanent wave'; 'pop']
193,White Iverson,Post Malone,369128,2017-01-03,['dfw rap'; 'melodic rap'; 'rap']
194,The Scientist,Coldplay,366405,2017-01-03,['permanent wave'; 'pop']
195,Mr. Brightside,The Killers,365945,2017-01-03,['dance rock'; 'permanent wave'; 'modern rock'; 'rock']
196,Stay With Me,Sam Smith,365563,2017-01-03,['pop'; 'uk pop'; 'post-teen pop'; 'dance pop']
197,goosebumps,Travis Scott,365348,2017-01-03,['slap house'; 'rap']
198,Kill Em With Kindness,Selena Gomez,360307,2017-01-03,['pop'; 'post-teen pop'; 'dance pop']
199,Sugar (feat. Francesco Yates),Robin Schulz,356757,2017-01-03,['german dance'; 'tropical house'; 'deep euro house'; 'pop dance'; 'deep house'; 'edm'; 'pop'; 'dance pop']
200,Don't,Bryson Tiller,355720,2017-01-03,['kentucky hip hop'; 'rap'; 'pop rap'; 'r&b'; 'trap'; 'pop']
1,Starboy,The Weeknd,3619247,2017-01-04,['canadian pop'; 'canadian contemporary r&b'; 'pop']
2,Closer,The Chainsmokers,3224594,2017-01-04,['pop'; 'pop dance'; 'tropical house'; 'edm'; 'electropop'; 'dance pop']
3,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2977555,2017-01-04,['pop'; 'uk dance'; 'dance pop'; 'uk funky'; 'tropical house'; 'pop dance'; 'post-teen pop'; 'edm']
4,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,2878313,2017-01-04,['pop'; 'post-teen pop'; 'uk pop'; 'dance pop']
5,Let Me Love You,DJ Snake,2680096,2017-01-04,['pop'; 'electronic trap'; 'dance pop'; 'edm'; 'pop dance'; 'pop rap']
6,Don't Wanna Know,Maroon 5,2599826,2017-01-04,['pop'; 'pop rock']
7,Say You Won't Let Go,James Arthur,2555826,2017-01-04,['pop'; 'uk pop'; 'talent show'; 'post-teen pop']
8,I Feel It Coming,The Weeknd,2441812,2017-01-04,['canadian pop'; 'canadian contemporary r&b'; 'pop']
9,Fake Love,Drake,2427406,2017-01-04,['toronto rap'; 'canadian pop'; 'canadian hip hop'; 'rap'; 'pop rap'; 'hip hop']
10,24K Magic,Bruno Mars,2315382,2017-01-04,['pop'; 'post-teen pop'; 'dance pop']
11,Black Beatles,Rae Sremmurd,2183966,2017-01-04,['rap'; 'mississippi hip hop'; 'melodic rap'; 'trap'; 'pop rap'; 'southern hip hop'; 'hip hop']
12,Call On Me - Ryan Riback Extended Remix,Starley,2058218,2017-01-04,['aussietronica'; 'tropical house'; 'pop dance']
13,Chantaje (feat. Maluma),Shakira,2042231,2017-01-04,['colombian pop'; 'dance pop'; 'latin pop'; 'pop'; 'latin']
14,In the Name of Love,Martin Garrix,1983348,2017-01-04,['dutch edm'; 'pop dance'; 'edm'; 'tropical house'; 'pop'; 'progressive house'; 'dance pop']
15,One Dance,Drake,1966480,2017-01-04,['toronto rap'; 'canadian pop'; 'canadian hip hop'; 'rap'; 'pop rap'; 'hip hop']
16,Cold Water (feat. Justin Bieber & MØ),Major Lazer,1936122,2017-01-04,['moombahton'; 'pop'; 'edm'; 'dance pop'; 'pop dance'; 'pop rap'; 'electro house']
17,Just Hold On,Steve Aoki,1888869,2017-01-04,['edm'; 'pop dance'; 'electro house'; 'tropical house'; 'dance pop'; 'pop']
18,Bad and Boujee (feat. Lil Uzi Vert),Migos,1871126,2017-01-04,['rap'; 'atl hip hop'; 'trap'; 'pop rap']
19,Side To Side,Ariana Grande,1850372,2017-01-04,['pop'; 'post-teen pop'; 'dance pop']
20,Bad Things (with Camila Cabello),Machine Gun Kelly,1765071,2017-01-04,['ohio hip hop'; 'pop rap']
21,Starving,Hailee Steinfeld,1713561,2017-01-04,['pop'; 'post-teen pop'; 'dance pop']
22,Mercy,Shawn Mendes,1705070,2017-01-04,['pop'; 'canadian pop'; 'viral pop'; 'post-teen pop'; 'dance pop']
23,All We Know,The Chainsmokers,1616547,2017-01-04,['pop'; 'pop dance'; 'tropical house'; 'edm'; 'electropop'; 'dance pop']
24,My Way,Calvin Harris,1517745,2017-01-04,['uk dance'; 'pop'; 'dance pop'; 'edm'; 'house'; 'progressive house'; 'pop dance'; 'electro house']
25,Heathens,Twenty One Pilots,1487556,2017-01-04,['modern rock'; 'rock']
26,Treat You Better,Shawn Mendes,1450273,2017-01-04,['pop'; 'canadian pop'; 'viral pop'; 'post-teen pop'; 'dance pop']
27,Scars To Your Beautiful,Alessia Cara,1418113,2017-01-04,['pop'; 'post-teen pop'; 'canadian pop'; 'canadian contemporary r&b'; 'dance pop'; 'electropop']
28,All Night,The Vamps,1399632,2017-01-04,['pop'; 'post-teen pop'; 'boy band'; 'dance pop']
29,Don't Let Me Down (feat. Daya),The Chainsmokers,1399606,2017-01-04,['pop'; 'pop dance'; 'tropical house'; 'edm'; 'electropop'; 'dance pop']
30,Love Me Now,John Legend,1359778,2017-01-04,['pop soul'; 'neo soul'; 'pop'; 'r&b'; 'urban contemporary']
31,I Would Like,Zara Larsson,1330241,2017-01-04,['pop'; 'scandipop'; 'dance pop'; 'swedish electropop'; 'post-teen pop'; 'tropical house'; 'swedish pop'; 'pop dance'; 'electropop'; 'edm']
32,Now and Later,Sage The Gemini,1326998,2017-01-04,['pop rap'; 'hyphy'; 'dance pop'; 'southern hip hop'; 'trap'; 'rap']
33,By Your Side,Jonas Blue,1310340,2017-01-04,['tropical house'; 'uk dance'; 'pop dance'; 'pop'; 'dance pop'; 'edm']
34,Shed a Light,Robin Schulz,1308269,2017-01-04,['german dance'; 'tropical house'; 'deep euro house'; 'pop dance'; 'deep house'; 'edm'; 'pop'; 'dance pop']
35,Hear Me Now,Alok,1290648,2017-01-04,['pop nacional'; 'slap house'; 'electro house']
36,The Mack,Nevada,1263287,2017-01-04,['eurodance']
37,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,1224732,2017-01-04,['dance pop'; 'pop']
38,Reggaetón Lento (Bailemos),CNCO,1208203,2017-01-04,['boy band'; 'latin pop'; 'reggaeton'; 'latin']
39,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,1190610,2017-01-04,['pop'; 'viral pop'; 'post-teen pop'; 'dance pop']
40,Alone,Alan Walker,1182354,2017-01-04,['pop dance'; 'electro house']
41,"How Far I'll Go - From ""Moana""",Alessia Cara,1175262,2017-01-04,['pop'; 'post-teen pop'; 'canadian pop'; 'canadian contemporary r&b'; 'dance pop'; 'electropop']
42,Cheap Thrills,Sia,1161580,2017-01-04,['pop'; 'australian dance'; 'australian pop'; 'dance pop']
43,I Took A Pill In Ibiza - Seeb Remix,Mike Posner,1086882,2017-01-04,['pop rap'; 'dance pop'; 'pop']
44,Caroline,Aminé,1075120,2017-01-04,['portland hip hop'; 'rap'; 'pop rap'; 'hip hop'; 'underground hip hop']
45,Safari,J Balvin,1045751,2017-01-04,['reggaeton colombiano'; 'reggaeton'; 'trap latino'; 'latin']
46,Broccoli (feat. Lil Yachty),Shelley FKA DRAM,1039292,2017-01-04,['virginia hip hop'; 'alternative r&b'; 'underground hip hop'; 'trap'; 'pop rap'; 'rap']
47,This Is What You Came For (feat. Rihanna),Calvin Harris,1000852,2017-01-04,['uk dance'; 'pop'; 'dance pop'; 'edm'; 'house'; 'progressive house'; 'pop dance'; 'electro house']
48,Vente Pa' Ca (feat. Maluma),Ricky Martin,991208,2017-01-04,['latin pop'; 'puerto rican pop'; 'mexican pop'; 'latin'; 'dance pop']
49,Otra vez (feat. J Balvin),Zion & Lennox,964817,2017-01-04,['latin hip hop'; 'reggaeton'; 'latin'; 'trap latino'; 'reggaeton flow']
50,The Greatest (feat. Kendrick Lamar),Sia,963854,2017-01-04,['pop'; 'australian dance'; 'australian pop'; 'dance pop']
51,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,946118,2017-01-04,['pop'; 'post-teen pop'; 'dance pop'; 'girl group'; 'talent show']
52,Bounce Back,Big Sean,931176,2017-01-04,['rap'; 'pop rap'; 'detroit hip hop'; 'trap'; 'southern hip hop'; 'hip hop']
53,Solo Dance,Martin Jensen,920821,2017-01-04,['tropical house'; 'pop dance'; 'danish electronic'; 'edm'; 'dance pop'; 'pop edm'; 'deep house'; 'pop'; 'electro house']
54,Party Monster,The Weeknd,913750,2017-01-04,['canadian pop'; 'canadian contemporary r&b'; 'pop']
55,Deja Vu,J. Cole,904987,2017-01-04,['north carolina hip hop'; 'conscious hip hop'; 'rap'; 'hip hop']
56,Sexual,NEIKED,897011,2017-01-04,['scandipop']
57,Human,Rag'n'Bone Man,875797,2017-01-04,['neo soul']
58,Perfect Strangers,Jonas Blue,871058,2017-01-04,['tropical house'; 'uk dance'; 'pop dance'; 'pop'; 'dance pop'; 'edm']
59,Make Me (Cry),Noah Cyrus,851869,2017-01-04,['pop'; 'post-teen pop'; 'alt z'; 'dance pop']
60,Water Under the Bridge,Adele,848498,2017-01-04,['pop soul'; 'british soul'; 'uk pop'; 'pop']
61,Ride,Twenty One Pilots,843302,2017-01-04,['modern rock'; 'rock']
62,Lot to Learn,Luke Christopher,814912,2017-01-04,['indie pop rap'; 'pop rap']
63,i hate u; i love u (feat. olivia o'brien),gnash,806607,2017-01-04,['indie cafe pop'; 'pop'; 'alt z'; 'social media pop'; 'sad rap'; 'electropop'; 'pop rap']
64,Too Good,Drake,804605,2017-01-04,['toronto rap'; 'canadian pop'; 'canadian hip hop'; 'rap'; 'pop rap'; 'hip hop']
65,Sunset Lover,Petit Biscuit,782770,2017-01-04,['new french touch'; 'tropical house']
66,Work,Rihanna,776611,2017-01-04,['barbadian pop'; 'pop'; 'dance pop'; 'post-teen pop'; 'urban contemporary']
67,Stressed Out,Twenty One Pilots,767697,2017-01-04,['modern rock'; 'rock']
68,Faded,Alan Walker,761175,2017-01-04,['pop dance'; 'electro house']
69,Love Yourself,Justin Bieber,743150,2017-01-04,['canadian pop'; 'post-teen pop'; 'pop']
70,Setting Fires,The Chainsmokers,741909,2017-01-04,['pop'; 'pop dance'; 'tropical house'; 'edm'; 'electropop'; 'dance pop']
71,Panda,Desiigner,736005,2017-01-04,['viral trap'; 'trap'; 'rap'; 'pop rap']
72,Trust Nobody (feat. Selena Gomez & Tory Lanez),Cashmere Cat,735160,2017-01-04,['shiver pop'; 'downtempo'; 'pop'; 'post-teen pop']
73,All Time Low,Jon Bellion,728412,2017-01-04,['pop rap']
74,Hymn for the Weekend - Seeb Remix,Coldplay,726016,2017-01-04,['permanent wave'; 'pop']
75,The Ocean (feat. Shy Martin),Mike Perry,721729,2017-01-04,['swedish tropical house'; 'tropical house'; 'pop dance'; 'pop edm'; 'deep tropical house'; 'edm'; 'electro house'; 'pop'; 'dance pop']
76,Sucker for Pain (with Wiz Khalifa; Imagine Dragons; Logic & Ty Dolla $ign feat. X Ambassadors),Lil Wayne,716708,2017-01-04,['rap'; 'pop rap'; 'new orleans rap'; 'trap'; 'hip hop']
77,Sorry,Justin Bieber,712723,2017-01-04,['canadian pop'; 'post-teen pop'; 'pop']
78,Controlla,Drake,707973,2017-01-04,['toronto rap'; 'canadian pop'; 'canadian hip hop'; 'rap'; 'pop rap'; 'hip hop']
79,X (feat. Future),21 Savage,697269,2017-01-04,['atl hip hop'; 'rap'; 'trap'; 'hip hop']
80,Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,697027,2017-01-04,['san diego rap']
81,Shout Out to My Ex,Little Mix,690191,2017-01-04,['talent show'; 'pop'; 'girl group'; 'post-teen pop'; 'uk pop'; 'dance pop']
82,Photograph,Ed Sheeran,664703,2017-01-04,['uk pop'; 'pop']
83,Needed Me,Rihanna,662679,2017-01-04,['barbadian pop'; 'pop'; 'dance pop'; 'post-teen pop'; 'urban contemporary']
84,Traicionera,Sebastian Yatra,660224,2017-01-04,['reggaeton colombiano'; 'colombian pop'; 'reggaeton'; 'latin']
85,Deu Onda,MC G15,656931,2017-01-04,['funk carioca'; 'funk paulista'; 'funk ostentacao']
86,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),Vice,655058,2017-01-04,['chicano rap']
87,Sneakin’,Drake,653082,2017-01-04,['toronto rap'; 'canadian pop'; 'canadian hip hop'; 'rap'; 'pop rap'; 'hip hop']
88,Sidewalks,The Weeknd,649705,2017-01-04,['canadian pop'; 'canadian contemporary r&b'; 'pop']
89,Versace on the Floor,Bruno Mars,648500,2017-01-04,['pop'; 'post-teen pop'; 'dance pop']
90,La Bicicleta,Carlos Vives,646314,2017-01-04,['colombian pop'; 'champeta'; 'latin'; 'vallenato'; 'latin pop'; 'tropical']
91,I Got You,Bebe Rexha,646227,2017-01-04,['pop'; 'dance pop'; 'post-teen pop'; 'electropop']
92,Capsize,FRENSHIP,641469,2017-01-04,['la pop'; 'indie poptimism'; 'electropop'; 'tropical house'; 'pop edm'; 'pop dance']
93,Lighthouse - Andrelli Remix,Hearts & Colors,640563,2017-01-04,"['Sorry'; ""that one doesn't seem to be on any of these maps yet.""]"
94,Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,639419,2017-01-04,['moombahton'; 'pop'; 'edm'; 'dance pop'; 'pop dance'; 'pop rap'; 'electro house']
95,Into You,Ariana Grande,632754,2017-01-04,['pop'; 'post-teen pop'; 'dance pop']
96,Cake By The Ocean,DNCE,630575,2017-01-04,['pop'; 'post-teen pop'; 'dance pop'; 'pop rock']
97,Weak,AJR,625740,2017-01-04,['modern rock'; 'pop rap']
98,Fresh Eyes,Andy Grammer,625670,2017-01-04,['neo mellow'; 'pop rock'; 'pop'; 'post-teen pop'; 'modern rock'; 'dance pop']
99,7 Years,Lukas Graham,625517,2017-01-04,['scandipop'; 'pop'; 'danish pop']
100,The Greatest,Sia,611119,2017-01-04,['pop'; 'australian dance'; 'australian pop'; 'dance pop']
101,Six Feet Under,The Weeknd,604911,2017-01-04,['canadian pop'; 'canadian contemporary r&b'; 'pop']
102,Send My Love (To Your New Lover),Adele,596260,2017-01-04,['pop soul'; 'british soul'; 'uk pop'; 'pop']
103,Redbone,Childish Gambino,595931,2017-01-04,['rap'; 'atl hip hop'; 'pop rap'; 'hip hop']
104,Final Song,MØ,594516,2017-01-04,['electropop'; 'pop'; 'tropical house'; 'dance pop'; 'art pop'; 'danish pop'; 'indie poptimism']
105,No Heart,21 Savage,593159,2017-01-04,['atl hip hop'; 'rap'; 'trap'; 'hip hop']
106,Thinking out Loud,Ed Sheeran,592905,2017-01-04,['uk pop'; 'pop']
107,This Town,Niall Horan,589593,2017-01-04,['pop'; 'post-teen pop'; 'dance pop']
108,Middle,DJ Snake,584756,2017-01-04,['pop'; 'electronic trap'; 'dance pop'; 'edm'; 'pop dance'; 'pop rap']
109,Juju on That Beat (TZ Anthem),Zay Hilfigerrr,570703,2017-01-04,['trap'; 'pop rap'; 'chicago bop'; 'nyc rap'; 'rap'; 'viral trap']
110,iSpy (feat. Lil Yachty),KYLE,568621,2017-01-04,['pop rap'; 'rap'; 'social media pop']
111,Fast Car,Jonas Blue,562616,2017-01-04,['tropical house'; 'uk dance'; 'pop dance'; 'pop'; 'dance pop'; 'edm']
112,This Girl (Kungs Vs. Cookin' On 3 Burners),Kungs,562191,2017-01-04,['tropical house'; 'new french touch'; 'pop dance']
113,Ay Mi Dios (feat. Pitbull; Yandel & Chacal),IAmChino,561663,2017-01-04,['cubaton'; 'reggaeton']
114,Dile Que Tu Me Quieres,Ozuna,559196,2017-01-04,['puerto rican pop'; 'trap latino'; 'reggaeton'; 'latin']
115,Dancing On My Own,Calum Scott,558901,2017-01-04,['indie cafe pop'; 'pop'; 'viral pop'; 'neo mellow']
116,Shaky Shaky,Daddy Yankee,555101,2017-01-04,['reggaeton'; 'latin'; 'latin hip hop'; 'trap latino']
117,Dynamite (feat. Pretty Sister),Nause,553366,2017-01-04,['progressive electro house'; 'swedish pop'; 'edm'; 'pop dance']
118,Love on Me,Galantis,551092,2017-01-04,['pop dance'; 'tropical house'; 'edm'; 'dance pop'; 'pop'; 'electro house']
119,Some Kind Of Drug (feat. Marc E. Bassy),G-Eazy,548313,2017-01-04,['indie pop rap'; 'oakland hip hop'; 'pop rap'; 'rap'; 'hip hop']
120,DUELE EL CORAZON (feat. Wisin),Enrique Iglesias,548083,2017-01-04,['mexican pop'; 'latin pop'; 'dance pop'; 'latin'; 'pop']
121,Me; Myself & I,G-Eazy,547605,2017-01-04,['indie pop rap'; 'oakland hip hop'; 'pop rap'; 'rap'; 'hip hop']
122,Sex,Cheat Codes,546595,2017-01-04,['pop dance'; 'tropical house'; 'pop'; 'edm'; 'dance pop'; 'electropop'; 'post-teen pop'; 'electro house'; 'pop edm']
123,OOOUUU,Young M.A,543428,2017-01-04,['nyc rap'; 'lgbtq+ hip hop'; 'rap'; 'trap'; 'pop rap']
124,Lean On (feat. MØ & DJ Snake),Major Lazer,537859,2017-01-04,['moombahton'; 'pop'; 'edm'; 'dance pop'; 'pop dance'; 'pop rap'; 'electro house']
125,Light,San Holo,523666,2017-01-04,['electronic trap'; 'edm'; 'future bass'; 'vapor twitch'; 'pop dance'; 'pop edm'; 'electropop'; 'electro house']
126,Miss You,James Hersey,519449,2017-01-04,['tropical house']
127,Hello,Adele,518782,2017-01-04,['pop soul'; 'british soul'; 'uk pop'; 'pop']
128,Love On The Brain,Rihanna,517950,2017-01-04,['barbadian pop'; 'pop'; 'dance pop'; 'post-teen pop'; 'urban contemporary']
129,Neighbors,J. Cole,516241,2017-01-04,['north carolina hip hop'; 'conscious hip hop'; 'rap'; 'hip hop']
130,You Was Right,Lil Uzi Vert,516104,2017-01-04,['melodic rap'; 'philly rap'; 'rap'; 'trap']
131,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,511538,2017-01-04,['rap'; 'conscious hip hop'; 'chicago rap'; 'pop rap'; 'hip hop']
132,pick up the phone,Young Thug,510160,2017-01-04,['rap'; 'melodic rap'; 'trap'; 'atl hip hop'; 'atl trap'; 'pop rap'; 'hip hop'; 'gangster rap']
133,PILLOWTALK,ZAYN,508539,2017-01-04,['pop'; 'post-teen pop'; 'uk pop'; 'dance pop']
134,Wake Up Where You Are,State of Sound,505436,2017-01-04,['swedish tropical house'; 'deep tropical house'; 'tropical house']
135,Never Be Like You,Flume,503720,2017-01-04,['australian electropop'; 'downtempo'; 'australian dance'; 'australian indie'; 'edm']
136,Ain't My Fault,Zara Larsson,499296,2017-01-04,['pop'; 'scandipop'; 'dance pop'; 'swedish electropop'; 'post-teen pop'; 'tropical house'; 'swedish pop'; 'pop dance'; 'electropop'; 'edm']
137,No Lie,Sean Paul,494837,2017-01-04,['dance pop'; 'dancehall'; 'pop rap'; 'pop']
138,Me llamas (feat. Maluma) - Remix,Piso 21,490433,2017-01-04,['reggaeton colombiano'; 'colombian pop'; 'reggaeton'; 'trap latino'; 'latin'; 'latin pop']
